source_index,target_index,source_point,target_point,source_mass,target_mass,cost,plan,log_plan,scaled_plan,shifted_plan
0,0,-0.7588842706134975,-0.8602538728935321,0.12942598580743753,0.10956647733302341,0.010275796266412387,0.04649717335006155,-3.0683637564072215,0.046497173350061594,0.046497173350041214
0,1,-0.7588842706134975,-0.7495805569712133,0.12942598580743753,0.12095728656171302,8.655908753762545e-05,0.046094811402124854,-3.077054886243912,0.046094811402124874,0.046094811402078245
0,2,-0.7588842706134975,0.016382863932999925,0.12942598580743753,0.14059767741716592,0.601039129907937,0.01637029694099574,-4.112286748423613,0.016370296940995756,0.016370296940984633
0,3,-0.7588842706134975,0.05554914270596489,0.12942598580743753,0.12854480415602754,0.6633017847311903,0.01300170558633071,-4.3426747311779135,0.013001705586330698,0.013001705586330283
0,4,-0.7588842706134975,0.23851174910919615,0.12942598580743753,0.17250684825216772,0.9947988201586719,0.005291210939525874,-5.241708148244577,0.005291210939525878,0.005291210939525837
0,5,-0.7588842706134975,0.31249900652205675,0.12942598580743753,0.16526835186704134,1.1478621265257198,0.0021704478438662623,-6.13282175306125,0.0021704478438662623,0.0021704478438656434
0,6,-0.7588842706134975,0.7514921393711791,0.12942598580743753,0.1625585544128609,2.2812368998381998,3.3974440428783883e-07,-14.895072254138094,3.397444042878394e-07,3.397444042875069e-07
1,0,-0.6807112070512324,-0.8602538728935321,0.17172657134873473,0.10956647733302341,0.03223556885775966,0.035321095848785136,-3.3432748774313885,0.035321095848785136,0.03532109584877527
1,1,-0.6807112070512324,-0.7495805569712133,0.17172657134873473,0.12095728656171302,0.0047429873584007645,0.0404466494312152,-3.207771471264045,0.0404466494312152,0.04044664943117022
1,2,-0.6807112070512324,0.016382863932999925,0.17172657134873473,0.14059767741716592,0.48594014380137,0.038966945365331816,-3.2450415469651626,0.03896694536533185,0.03896694536530369
1,3,-0.6807112070512324,0.05554914270596489,0.17172657134873473,0.12854480415602754,0.5420793026245906,0.03256880350792377,-3.424400396385857,0.03256880350792377,0.03256880350790876
1,4,-0.6807112070512324,0.23851174910919615,0.17172657134873473,0.17250684825216772,0.8449708431323172,0.01682221929841565,-4.085054689121226,0.01682221929841565,0.01682221929841683
1,5,-0.6807112070512324,0.31249900652205675,0.17172657134873473,0.16526835186704134,0.9864665283462988,0.0075987505159981535,-4.8797714509956815,0.0075987505159981535,0.007598750515996359
1,6,-0.6807112070512324,0.7514921393711791,0.17172657134873473,0.1625585544128609,2.0512064255035543,2.107380921798359e-06,-13.07006465077899,2.1073809217983667e-06,2.107380921796244e-06
2,0,-0.6379538935427915,-0.8602538728935321,0.21095894000105414,0.10956647733302341,0.049417280819339666,0.027725047520215478,-3.585419031762848,0.027725047520215464,0.027725047520286754
2,1,-0.6379538935427915,-0.7495805569712133,0.21095894000105414,0.12095728656171302,0.012460511988162152,0.034353636568790515,-3.371047397830349,0.0343536365687905,0.03435363656884117
2,2,-0.6379538935427915,0.016382863932999925,0.21095894000105414,0.14059767741716592,0.4281565921839327,0.05712718554698303,-2.862475171471477,0.05712718554698303,0.05712718554708415
2,3,-0.6379538935427915,0.05554914270596489,0.21095894000105414,0.12854480415602754,0.48094646128624396,0.0490986728922547,-3.013923273217927,0.049098672892254676,0.04909867289233378
2,4,-0.6379538935427915,0.23851174910919615,0.21095894000105414,0.17250684825216772,0.7681920227493617,0.02889188823282338,-3.544194407248223,0.028891888232823366,0.028891888232860756
2,5,-0.6379538935427915,0.31249900652205675,0.21095894000105414,0.16526835186704134,0.9033607152416805,0.013757292528213307,-4.286186229775489,0.01375729252821332,0.013757292528245407
2,6,-0.6379538935427915,0.7514921393711791,0.21095894000105414,0.1625585544128609,1.9305602783803708,5.216711618401251e-06,-12.16364331273742,5.21671161840127e-06,5.21671161840419e-06
3,0,-0.21943051639212396,-0.8602538728935321,0.13867182562065467,0.10956647733302341,0.4106545742377308,2.3127708079148308e-05,-10.67447917529684,2.3127708079148267e-05,2.3127708079147776e-05
3,1,-0.21943051639212396,-0.7495805569712133,0.13867182562065467,0.12095728656171302,0.28105906552601007,6.201600616043151e-05,-9.688118042359815,6.201600616043151e-05,6.201600616033931e-05
3,2,-0.21943051639212396,0.016382863932999925,0.13867182562065467,0.14059767741716592,0.05560795034036153,0.021565671279870635,-3.836652521155784,0.021565671279870646,0.021565671279850495
3,3,-0.21943051639212396,0.05554914270596489,0.13867182562065467,0.12854480415602754,0.07561381291770117,0.02435786293279834,-3.71490056852747,0.02435786293279832,0.024357862932787296
3,4,-0.21943051639212396,0.23851174910919615,0.13867182562065467,0.17250684825216772,0.20971111853248156,0.05135791392476559,-2.968936237154955,0.05135791392476559,0.05135791392473158
3,5,-0.21943051639212396,0.31249900652205675,0.13867182562065467,0.16526835186704134,0.2829490173477079,0.040973157886503936,-3.1948381123731164,0.04097315788650396,0.04097315788648536
3,6,-0.21943051639212396,0.7514921393711791,0.13867182562065467,0.1625585544128609,0.9426908034744654,0.000332075882449562,-8.010147053568941,0.0003320758824495626,0.0003320758824492246
4,0,0.14604858124906084,-0.8602538728935321,0.1569879853221326,0.10956647733302341,1.0126446292134053,3.290550391240954e-08,-17.229625900996357,3.290550391240942e-08,3.2905503912440515e-08
4,1,0.14604858124906084,-0.7495805569712133,0.1569879853221326,0.12095728656171302,0.8021515532291909,1.7314812860077426e-07,-15.569118374121883,1.7314812860077426e-07,1.731481286006534e-07
4,2,0.14604858124906084,0.016382863932999925,0.1569879853221326,0.14059767741716592,0.01681319824708862,0.006397001880078996,-5.051925854614071,0.006397001880078985,0.006397001880078764
4,3,0.14604858124906084,0.05554914270596489,0.1569879853221326,0.12854480415602754,0.0081901483766156,0.009172002590165465,-4.6915996315873185,0.009172002590165441,0.009172002590172937
4,4,0.14604858124906084,0.23851174910919615,0.1569879853221326,0.17250684825216772,0.00854943741073156,0.05894492010180306,-2.8311518287092667,0.05894492010180301,0.05894492010183209
4,5,0.14604858124906084,0.31249900652205675,0.1569879853221326,0.16526835186704134,0.027705744073561196,0.07380168103935253,-2.6063737693241222,0.07380168103935242,0.07380168103936265
